train_no,station_code,stop_sequence,scheduled_arrival_ts,scheduled_departure_ts,is_stop,train_type
T0393,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0393,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0393,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0393,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0394,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0394,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0394,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0394,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0394,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0394,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0395,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0395,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0395,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0395,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0395,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0395,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0396,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0396,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0396,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0396,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0396,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0396,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0397,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0397,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0397,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0397,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0397,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0397,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0398,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0398,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0398,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0398,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0398,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0398,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0399,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0399,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0399,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0399,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0399,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0399,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0400,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0400,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0400,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0400,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0400,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0400,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0401,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0401,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0401,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0401,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0401,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0401,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0402,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0402,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0402,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0402,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0402,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0402,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0403,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0403,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0403,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0403,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0403,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0403,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0404,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0404,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0404,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0404,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0404,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0404,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0405,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0405,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0405,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0405,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0405,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0405,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0406,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0406,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0406,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0406,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0406,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0406,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0407,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0407,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0407,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0407,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0407,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0407,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0408,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0408,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0408,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0408,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0408,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0408,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0409,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0409,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0409,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0409,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0409,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0409,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0410,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0410,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0410,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0410,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0410,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0410,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0411,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0411,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0411,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0411,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0411,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0411,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0412,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0412,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0412,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0412,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0412,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0412,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0413,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0413,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0413,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0413,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0413,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0413,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0414,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0414,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0414,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0414,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0414,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0414,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0415,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0415,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0415,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0415,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0415,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0415,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0416,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0416,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0416,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0416,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0416,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0416,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0417,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0417,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0417,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0417,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0417,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0417,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0418,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0418,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0418,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0418,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0418,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0418,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0419,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0419,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0419,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0419,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0419,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0419,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0420,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0420,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0420,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0420,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0420,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0420,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0421,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0421,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0421,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0421,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0421,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0421,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0422,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0422,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0422,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0422,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0422,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0422,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0423,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0423,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0423,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0423,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0423,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0423,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0424,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0424,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0424,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0424,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0424,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0424,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0425,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0425,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0425,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0425,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0425,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0425,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0426,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0426,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0426,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0426,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0426,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0426,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0427,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0427,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0427,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0427,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0427,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0427,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0428,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0428,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0428,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0428,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0428,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0428,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0429,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0429,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0429,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0429,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0429,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0429,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0430,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0430,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0430,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0430,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0430,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0430,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0431,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0431,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0431,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0431,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0431,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0431,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0432,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0432,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0432,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0432,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0432,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0432,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0433,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0433,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0433,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0433,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0433,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0433,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0434,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0434,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0434,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0434,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0434,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0434,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0435,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0435,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0435,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0435,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0435,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0435,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0436,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0436,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0436,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0436,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0436,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0436,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0437,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0437,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0437,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0437,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0437,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0437,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0438,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0438,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0438,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0438,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0438,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0438,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0439,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0439,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0439,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0439,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0439,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0439,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0440,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0440,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0440,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0440,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
T0440,CNS,5,2026-01-14 00:36:54.000000000,2026-01-14 00:37:24.000000000,True,
T0440,BDC,6,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.000000000,True,
T0441,HWH,1,2026-01-14 01:25:00.000000000,2026-01-14 01:27:00.000000000,True,
T0441,BLY,2,2026-01-14 01:37:42.000000000,2026-01-14 01:38:12.000000000,True,
T0441,SRP,3,2026-01-14 01:42:36.000000000,2026-01-14 01:43:06.000000000,True,
T0441,CGR,4,2026-01-14 01:49:18.000000000,2026-01-14 01:49:48.000000000,True,
T0441,CNS,5,2026-01-14 01:56:54.000000000,2026-01-14 01:57:24.000000000,True,
T0441,BDC,6,2026-01-14 02:08:24.000000000,2026-01-14 02:08:54.000000000,True,
T0442,HWH,1,2026-01-14 00:05:00.000000000,2026-01-14 00:07:00.000000000,True,
T0442,BLY,2,2026-01-14 00:17:42.000000000,2026-01-14 00:18:12.000000000,True,
T0442,SRP,3,2026-01-14 00:22:36.000000000,2026-01-14 00:23:06.000000000,True,
T0442,CGR,4,2026-01-14 00:29:18.000000000,2026-01-14 00:29:48.000000000,True,
