train_no,station_code,event_type,scheduled_time_ts,actual_time_ts,delay_minutes
T0028,HWH,ARRIVAL,2026-01-14 00:35:00.000000000,2026-01-14 00:35:34.657399441,0.58
T0031,HWH,ARRIVAL,2026-01-14 00:35:00.000000000,2026-01-14 00:35:44.895984991,0.75
T0010,HWH,ARRIVAL,2026-01-14 00:35:00.000000000,2026-01-14 00:35:59.100002961,0.99
T0666,BDC,ARRIVAL,2026-01-14 00:34:06.000000000,2026-01-14 00:36:06.871538232,2.01
T0666,BDC,DEPARTURE,2026-01-14 00:34:36.000000000,2026-01-14 00:36:36.871538232,2.01
T0786,BDC,ARRIVAL,2026-01-14 00:34:06.000000000,2026-01-14 00:36:51.955753428,2.77
T0424,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:36:55.637161913,0.03
T0414,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:36:57.142668421,0.05
T0662,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:36:58.480751018,0.07
T0624,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:36:58.733106898,0.08
T0404,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:00.123028957,0.1
T0432,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:00.391006066,0.11
T0570,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:00.419699957,0.11
T0801,BDC,ARRIVAL,2026-01-14 00:35:00.000000000,2026-01-14 00:37:00.595178077,2.01
T0577,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:00.834648284,0.11
T0616,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:02.773053488,0.15
T0400,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:03.791022338,0.16
T0408,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:03.911603781,0.17
T0418,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:04.808629107,0.18
T0454,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:05.097721320,0.18
T0080,HWH,DEPARTURE,2026-01-14 00:37:00.000000000,2026-01-14 00:37:05.911205021,0.1
T0426,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:06.498865077,0.21
T0606,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:08.302980150,0.24
T0448,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:08.415660103,0.24
T0462,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:09.247373519,0.25
T0406,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:10.020584652,0.27
T0640,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:10.094159644,0.27
T0446,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:10.652812253,0.28
T0460,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:13.527930141,0.33
T0646,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:14.930902964,0.35
T0392,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:18.243846302,0.4
T0608,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:21.712755889,0.46
T0786,BDC,DEPARTURE,2026-01-14 00:34:36.000000000,2026-01-14 00:37:21.955753428,2.77
T0612,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:22.288191626,0.47
T0622,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:23.111628916,0.49
T0428,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:23.755560303,0.5
T0420,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:23.815730875,0.5
T0424,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:25.637161913,0.03
T0650,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:26.961682319,0.55
T0414,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:27.142668421,0.05
T0575,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:27.164445898,0.55
T0438,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:27.482249551,0.56
T0398,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:27.600248866,0.56
T0412,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:28.007278206,0.57
T0402,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:28.405397386,0.57
T0662,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:28.480751018,0.07
T0624,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:28.733106898,0.08
T0456,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:29.122412765,0.59
T0388,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:29.261300360,0.59
T0404,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:30.123028957,0.1
T0432,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:30.391006066,0.11
T0570,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:30.419699957,0.11
T0577,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:30.834648284,0.11
T0434,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:31.002385157,0.62
T0579,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:31.408842628,0.62
T0616,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:32.773053488,0.15
T0400,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:33.791022338,0.16
T0408,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:33.911603781,0.17
T0458,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:34.110889473,0.67
T0062,HWH,DEPARTURE,2026-01-14 00:37:00.000000000,2026-01-14 00:37:34.188527866,0.57
T0028,HWH,DEPARTURE,2026-01-14 00:37:00.000000000,2026-01-14 00:37:34.657399441,0.58
T0418,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:34.808629107,0.18
T0454,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:35.097721320,0.18
T0652,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:35.456028022,0.69
T0618,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:36.255888654,0.7
T0426,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:36.498865077,0.21
T0606,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:38.302980150,0.24
T0448,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:38.415660103,0.24
T0462,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:39.247373519,0.25
T0406,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:40.020584652,0.27
T0640,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:40.094159644,0.27
T0446,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:40.652812253,0.28
T0422,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:41.427692588,0.79
T0394,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:42.167341149,0.8
T0460,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:43.527930141,0.33
T0442,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:43.575516724,0.83
T0031,HWH,DEPARTURE,2026-01-14 00:37:00.000000000,2026-01-14 00:37:44.895984991,0.75
T0646,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:44.930902964,0.35
T0396,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:46.861876015,0.88
T0392,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:48.243846302,0.4
T0608,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:51.712755889,0.46
T0612,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:52.288191626,0.47
T0390,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:52.447936694,0.97
T0430,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:52.963077762,0.98
T0622,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:53.111628916,0.49
T0428,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:53.755560303,0.5
T0420,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:53.815730875,0.5
T0651,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:54.692297348,1.01
T0650,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:56.961682319,0.55
T0575,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:57.164445898,0.55
T0610,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:37:57.404640726,1.06
T0438,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:57.482249551,0.56
T0398,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:57.600248866,0.56
T0412,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:58.007278206,0.57
T0402,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:58.405397386,0.57
T0010,HWH,DEPARTURE,2026-01-14 00:37:00.000000000,2026-01-14 00:37:59.100002961,0.99
T0456,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:59.122412765,0.59
T0388,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:37:59.261300360,0.59
T0434,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:38:01.002385157,0.62
T0579,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:38:01.408842628,0.62
T0458,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:38:04.110889473,0.67
T0652,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:38:05.456028022,0.69
T0440,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:38:05.712124492,1.2
T0618,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:38:06.255888654,0.7
T0444,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:38:11.232884510,1.29
T0654,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:38:11.338658023,1.29
T0422,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:38:11.427692588,0.79
T0394,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:38:12.167341149,0.8
T0668,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:38:12.696607601,1.31
T0464,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:38:12.854103651,1.31
T0442,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:38:13.575516724,0.83
T0410,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:38:15.535825633,1.36
T0396,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:38:16.861876015,0.88
T0416,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:38:19.229139414,1.42
T0384,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:38:21.465122230,1.46
T0390,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:38:22.447936694,0.97
T0530,BDC,ARRIVAL,2026-01-14 00:37:12.000000000,2026-01-14 00:38:22.629548284,1.18
T0430,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:38:22.963077762,0.98
T0651,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:38:24.692297348,1.01
T0386,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:38:24.949056706,1.52
T0610,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:38:27.404640726,1.06
T0450,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:38:31.368236530,1.62
T0626,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:38:31.527979649,1.63
T0440,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:38:35.712124492,1.2
T0166,BDC,ARRIVAL,2026-01-14 00:38:19.200000000,2026-01-14 00:38:38.239775185,0.32
T0444,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:38:41.232884510,1.29
T0654,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:38:41.338658023,1.29
T0668,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:38:42.696607601,1.31
T0464,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:38:42.854103651,1.31
T0410,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:38:45.535825633,1.36
T0416,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:38:49.229139414,1.42
T0384,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:38:51.465122230,1.46
T0436,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:38:52.238051292,1.97
T0530,BDC,DEPARTURE,2026-01-14 00:37:42.000000000,2026-01-14 00:38:52.629548284,1.18
T0386,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:38:54.949056706,1.52
T0801,BDC,DEPARTURE,2026-01-14 00:37:00.000000000,2026-01-14 00:39:00.595178077,2.01
T0450,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:39:01.368236530,1.62
T0626,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:39:01.527979649,1.63
T0382,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:39:03.552881354,2.16
T0620,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:39:04.378015386,2.17
T0436,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:39:22.238051292,1.97
T0166,BDC,DEPARTURE,2026-01-14 00:39:04.200000000,2026-01-14 00:39:23.239775185,0.32
T0658,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:39:25.737764510,2.53
T0382,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:39:33.552881354,2.16
T0620,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:39:34.378015386,2.17
T0614,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:39:42.029301812,2.8
T0658,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:39:55.737764510,2.53
T0195,BDC,ARRIVAL,2026-01-14 00:40:00.000000000,2026-01-14 00:40:01.181591091,0.02
T0233,HWH,ARRIVAL,2026-01-14 00:40:00.000000000,2026-01-14 00:40:01.756997002,0.03
T0231,HWH,ARRIVAL,2026-01-14 00:40:00.000000000,2026-01-14 00:40:04.737409880,0.08
T0038,HWH,ARRIVAL,2026-01-14 00:40:00.000000000,2026-01-14 00:40:04.933311120,0.08
T0214,HWH,ARRIVAL,2026-01-14 00:40:00.000000000,2026-01-14 00:40:07.244188158,0.12
T0210,HWH,ARRIVAL,2026-01-14 00:40:00.000000000,2026-01-14 00:40:08.914493582,0.15
T0118,HWH,ARRIVAL,2026-01-14 00:40:00.000000000,2026-01-14 00:40:09.911782865,0.17
T0614,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:40:12.029301812,2.8
T0452,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:40:13.709959832,3.33
T0023,HWH,ARRIVAL,2026-01-14 00:40:00.000000000,2026-01-14 00:40:16.584744576,0.28
T0452,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:40:43.709959832,3.33
T0782,BDC,ARRIVAL,2026-01-14 00:40:48.000000000,2026-01-14 00:40:52.115755557,0.07
T0788,BDC,ARRIVAL,2026-01-14 00:40:48.000000000,2026-01-14 00:40:54.579631775,0.11
T0642,BDC,ARRIVAL,2026-01-14 00:40:48.000000000,2026-01-14 00:40:57.609914951,0.16
T0660,BDC,ARRIVAL,2026-01-14 00:40:48.000000000,2026-01-14 00:41:00.835761010,0.21
T0573,BDC,ARRIVAL,2026-01-14 00:40:48.000000000,2026-01-14 00:41:04.552066323,0.28
T0780,BDC,ARRIVAL,2026-01-14 00:40:48.000000000,2026-01-14 00:41:08.655669632,0.34
T0634,BDC,ARRIVAL,2026-01-14 00:40:48.000000000,2026-01-14 00:41:10.929136549,0.38
T0036,HWH,ARRIVAL,2026-01-14 00:40:00.000000000,2026-01-14 00:41:19.311915495,1.32
T0782,BDC,DEPARTURE,2026-01-14 00:41:18.000000000,2026-01-14 00:41:22.115755557,0.07
T0788,BDC,DEPARTURE,2026-01-14 00:41:18.000000000,2026-01-14 00:41:24.579631775,0.11
T0664,BDC,ARRIVAL,2026-01-14 00:40:48.000000000,2026-01-14 00:41:26.735664900,0.65
T0642,BDC,DEPARTURE,2026-01-14 00:41:18.000000000,2026-01-14 00:41:27.609914951,0.16
T0660,BDC,DEPARTURE,2026-01-14 00:41:18.000000000,2026-01-14 00:41:30.835761010,0.21
T0573,BDC,DEPARTURE,2026-01-14 00:41:18.000000000,2026-01-14 00:41:34.552066323,0.28
T0644,BDC,ARRIVAL,2026-01-14 00:40:48.000000000,2026-01-14 00:41:36.134687211,0.8
T0780,BDC,DEPARTURE,2026-01-14 00:41:18.000000000,2026-01-14 00:41:38.655669632,0.34
T0634,BDC,DEPARTURE,2026-01-14 00:41:18.000000000,2026-01-14 00:41:40.929136549,0.38
T0778,BDC,ARRIVAL,2026-01-14 00:40:48.000000000,2026-01-14 00:41:42.727024640,0.91
T0632,BDC,ARRIVAL,2026-01-14 00:40:48.000000000,2026-01-14 00:41:45.070872097,0.95
T0648,BDC,ARRIVAL,2026-01-14 00:40:48.000000000,2026-01-14 00:41:52.085822627,1.07
T0664,BDC,DEPARTURE,2026-01-14 00:41:18.000000000,2026-01-14 00:41:56.735664900,0.65
T0195,BDC,DEPARTURE,2026-01-14 00:42:00.000000000,2026-01-14 00:42:01.181591091,0.02
T0233,HWH,DEPARTURE,2026-01-14 00:42:00.000000000,2026-01-14 00:42:01.756997002,0.03
T0231,HWH,DEPARTURE,2026-01-14 00:42:00.000000000,2026-01-14 00:42:04.737409880,0.08
T0038,HWH,DEPARTURE,2026-01-14 00:42:00.000000000,2026-01-14 00:42:04.933311120,0.08
T0644,BDC,DEPARTURE,2026-01-14 00:41:18.000000000,2026-01-14 00:42:06.134687211,0.8
T0630,BDC,ARRIVAL,2026-01-14 00:40:48.000000000,2026-01-14 00:42:07.173976462,1.32
T0214,HWH,DEPARTURE,2026-01-14 00:42:00.000000000,2026-01-14 00:42:07.244188158,0.12
T0210,HWH,DEPARTURE,2026-01-14 00:42:00.000000000,2026-01-14 00:42:08.914493582,0.15
T0118,HWH,DEPARTURE,2026-01-14 00:42:00.000000000,2026-01-14 00:42:09.911782865,0.17
T0778,BDC,DEPARTURE,2026-01-14 00:41:18.000000000,2026-01-14 00:42:12.727024640,0.91
T0632,BDC,DEPARTURE,2026-01-14 00:41:18.000000000,2026-01-14 00:42:15.070872097,0.95
T0023,HWH,DEPARTURE,2026-01-14 00:42:00.000000000,2026-01-14 00:42:16.584744576,0.28
T0648,BDC,DEPARTURE,2026-01-14 00:41:18.000000000,2026-01-14 00:42:22.085822627,1.07
T0630,BDC,DEPARTURE,2026-01-14 00:41:18.000000000,2026-01-14 00:42:37.173976462,1.32
T0628,CNS,ARRIVAL,2026-01-14 00:36:54.000000000,2026-01-14 00:42:51.202699665,5.95
T0036,HWH,DEPARTURE,2026-01-14 00:42:00.000000000,2026-01-14 00:43:19.311915495,1.32
T0628,CNS,DEPARTURE,2026-01-14 00:37:24.000000000,2026-01-14 00:43:21.202699665,5.95
T0030,HWH,ARRIVAL,2026-01-14 00:45:00.000000000,2026-01-14 00:45:02.283064788,0.04
T0338,HWH,ARRIVAL,2026-01-14 00:45:00.000000000,2026-01-14 00:45:05.224200902,0.09
T0124,HWH,ARRIVAL,2026-01-14 00:45:00.000000000,2026-01-14 00:45:05.596423685,0.09
T0050,HWH,ARRIVAL,2026-01-14 00:45:00.000000000,2026-01-14 00:45:09.810652776,0.16
T0336,HWH,ARRIVAL,2026-01-14 00:45:00.000000000,2026-01-14 00:45:20.003216204,0.33
T0340,HWH,ARRIVAL,2026-01-14 00:45:00.000000000,2026-01-14 00:45:23.663445794,0.39
T0132,HWH,ARRIVAL,2026-01-14 00:45:00.000000000,2026-01-14 00:45:27.126072533,0.45
T0042,HWH,ARRIVAL,2026-01-14 00:45:00.000000000,2026-01-14 00:45:32.810266950,0.55
T0066,HWH,ARRIVAL,2026-01-14 00:45:00.000000000,2026-01-14 00:45:37.555539993,0.63
T0102,HWH,ARRIVAL,2026-01-14 00:45:00.000000000,2026-01-14 00:45:48.563018444,0.81
T0344,HWH,ARRIVAL,2026-01-14 00:45:00.000000000,2026-01-14 00:45:53.583531836,0.89
T0259,HWH,ARRIVAL,2026-01-14 00:45:00.000000000,2026-01-14 00:45:57.150851174,0.95
T0030,HWH,DEPARTURE,2026-01-14 00:47:00.000000000,2026-01-14 00:47:02.283064788,0.04
T0338,HWH,DEPARTURE,2026-01-14 00:47:00.000000000,2026-01-14 00:47:05.224200902,0.09
T0124,HWH,DEPARTURE,2026-01-14 00:47:00.000000000,2026-01-14 00:47:05.596423685,0.09
T0050,HWH,DEPARTURE,2026-01-14 00:47:00.000000000,2026-01-14 00:47:09.810652776,0.16
T0336,HWH,DEPARTURE,2026-01-14 00:47:00.000000000,2026-01-14 00:47:20.003216204,0.33
T0340,HWH,DEPARTURE,2026-01-14 00:47:00.000000000,2026-01-14 00:47:23.663445794,0.39
T0342,HWH,ARRIVAL,2026-01-14 00:45:00.000000000,2026-01-14 00:47:24.381577924,2.41
T0132,HWH,DEPARTURE,2026-01-14 00:47:00.000000000,2026-01-14 00:47:27.126072533,0.45
T0268,HWH,ARRIVAL,2026-01-14 00:45:00.000000000,2026-01-14 00:47:28.708967930,2.48
T0042,HWH,DEPARTURE,2026-01-14 00:47:00.000000000,2026-01-14 00:47:32.810266950,0.55
T0066,HWH,DEPARTURE,2026-01-14 00:47:00.000000000,2026-01-14 00:47:37.555539993,0.63
T0012,HWH,ARRIVAL,2026-01-14 00:45:00.000000000,2026-01-14 00:47:48.170758807,2.8
T0102,HWH,DEPARTURE,2026-01-14 00:47:00.000000000,2026-01-14 00:47:48.563018444,0.81
T0344,HWH,DEPARTURE,2026-01-14 00:47:00.000000000,2026-01-14 00:47:53.583531836,0.89
T0259,HWH,DEPARTURE,2026-01-14 00:47:00.000000000,2026-01-14 00:47:57.150851174,0.95
T0454,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:24.530723022,0.01
T0456,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:26.309023886,0.04
T0628,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:26.371823946,0.04
T0610,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:30.771150225,0.11
T0430,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:31.944504437,0.13
T0418,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:32.578329550,0.14
T0616,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:32.806332966,0.15
T0396,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:33.078168821,0.15
T0658,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:33.251479821,0.15
T0444,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:33.440530053,0.16
T0400,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:35.275153496,0.19
T0390,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:35.495111687,0.19
T0654,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:36.777470768,0.21
T0646,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:36.975725501,0.22
T0394,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:37.182166450,0.22
T0412,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:37.325404011,0.22
T0386,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:37.639317339,0.23
T0410,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:38.317204009,0.24
T0652,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:39.380476437,0.26
T0408,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:40.109080714,0.27
T0420,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:41.214973220,0.29
T0640,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:41.622901783,0.29
T0620,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:42.241229330,0.3
T0422,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:43.575663146,0.33
T0436,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:45.601659985,0.36
T0406,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:45.653511622,0.36
T0448,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:46.921910789,0.38
T0442,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:49.223499245,0.42
T0440,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:52.984063214,0.48
T0614,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:53.028044263,0.48
T0606,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:53.810654489,0.5
T0384,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:54.355947414,0.51
T0454,BDC,DEPARTURE,2026-01-14 00:48:54.000000000,2026-01-14 00:48:54.530723022,0.01
T0458,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:55.025269761,0.52
T0450,BDC,ARRIVAL,2026-01-14 00:48:24.000000000,2026-01-14 00:48:56.079375823,0.53
