train_no,station_code,event_type,actual_time_ts,delay_minutes
T0386,CNS,DEPARTURE,38:54.9,1.52
T0386,BDC,ARRIVAL,48:37.6,0.23
T0386,BDC,DEPARTURE,49:07.6,0.23
T0387,HWH,ARRIVAL,25:28.7,0.48
T0387,HWH,DEPARTURE,27:28.7,0.48
T0387,BLY,ARRIVAL,37:48.6,0.11
T0387,BLY,DEPARTURE,38:18.6,0.11
T0387,SRP,ARRIVAL,45:03.9,2.46
T0387,SRP,DEPARTURE,45:33.9,2.46
T0387,CGR,ARRIVAL,50:02.7,0.75
T0387,CGR,DEPARTURE,50:32.7,0.75
T0387,CNS,ARRIVAL,57:06.5,0.21
T0387,CNS,DEPARTURE,57:36.5,0.21
T0387,BDC,ARRIVAL,09:17.5,0.89
T0387,BDC,DEPARTURE,09:47.5,0.89
T0388,HWH,ARRIVAL,05:46.2,0.77
T0388,HWH,DEPARTURE,07:46.2,0.77
T0388,BLY,ARRIVAL,18:03.3,0.35
T0388,BLY,DEPARTURE,18:33.3,0.35
T0388,SRP,ARRIVAL,22:41.8,0.1
T0388,SRP,DEPARTURE,23:11.8,0.1
T0388,CGR,ARRIVAL,30:11.4,0.89
T0388,CGR,DEPARTURE,30:41.4,0.89
T0388,CNS,ARRIVAL,37:29.3,0.59
T0388,CNS,DEPARTURE,37:59.3,0.59
T0388,BDC,ARRIVAL,49:35.0,1.18
T0388,BDC,DEPARTURE,50:05.0,1.18
T0389,HWH,ARRIVAL,25:35.2,0.59
T0389,HWH,DEPARTURE,27:35.2,0.59
T0389,BLY,ARRIVAL,39:13.8,1.53
T0389,BLY,DEPARTURE,39:43.8,1.53
T0389,SRP,ARRIVAL,43:14.5,0.64
T0389,SRP,DEPARTURE,43:44.5,0.64
T0389,CGR,ARRIVAL,49:57.5,0.66
T0389,CGR,DEPARTURE,50:27.5,0.66
T0389,CNS,ARRIVAL,58:34.5,1.67
T0389,CNS,DEPARTURE,59:04.5,1.67
T0389,BDC,ARRIVAL,08:48.8,0.41
T0389,BDC,DEPARTURE,09:18.8,0.41
T0390,HWH,ARRIVAL,05:06.9,0.12
T0390,HWH,DEPARTURE,07:06.9,0.12
T0390,BLY,ARRIVAL,17:43.4,0.02
T0390,BLY,DEPARTURE,18:13.4,0.02
T0390,SRP,ARRIVAL,23:43.5,1.13
T0390,SRP,DEPARTURE,24:13.5,1.13
T0390,CGR,ARRIVAL,30:04.5,0.77
T0390,CGR,DEPARTURE,30:34.5,0.77
T0390,CNS,ARRIVAL,37:52.4,0.97
T0390,CNS,DEPARTURE,38:22.4,0.97
T0390,BDC,ARRIVAL,48:35.5,0.19
T0390,BDC,DEPARTURE,49:05.5,0.19
T0391,HWH,ARRIVAL,25:07.0,0.12
T0391,HWH,DEPARTURE,27:07.0,0.12
T0391,BLY,ARRIVAL,37:42.7,0.01
T0391,BLY,DEPARTURE,38:12.7,0.01
T0391,SRP,ARRIVAL,42:56.7,0.35
T0391,SRP,DEPARTURE,43:26.7,0.35
T0391,CGR,ARRIVAL,50:00.8,0.71
T0391,CGR,DEPARTURE,50:30.8,0.71
T0391,CNS,ARRIVAL,57:17.9,0.4
T0391,CNS,DEPARTURE,57:47.9,0.4
T0391,BDC,ARRIVAL,08:51.6,0.46
T0391,BDC,DEPARTURE,09:21.6,0.46
T0392,HWH,ARRIVAL,06:52.6,1.88
T0392,HWH,DEPARTURE,08:52.6,1.88
T0392,BLY,ARRIVAL,18:02.5,0.34
T0392,BLY,DEPARTURE,18:32.5,0.34
T0392,SRP,ARRIVAL,23:10.6,0.58
T0392,SRP,DEPARTURE,23:40.6,0.58
T0392,CGR,ARRIVAL,30:31.5,1.22
T0392,CGR,DEPARTURE,31:01.5,1.22
T0392,CNS,ARRIVAL,37:18.2,0.4
T0392,CNS,DEPARTURE,37:48.2,0.4
T0392,BDC,ARRIVAL,49:10.7,0.78
T0392,BDC,DEPARTURE,49:40.7,0.78
T0393,HWH,ARRIVAL,26:35.2,1.59
T0393,HWH,DEPARTURE,28:35.2,1.59
T0393,BLY,ARRIVAL,40:05.3,2.39
T0393,BLY,DEPARTURE,40:35.3,2.39
T0393,SRP,ARRIVAL,42:43.6,0.13
T0393,SRP,DEPARTURE,43:13.6,0.13
T0393,CGR,ARRIVAL,51:23.4,2.09
T0393,CGR,DEPARTURE,51:53.4,2.09
T0393,CNS,ARRIVAL,57:26.5,0.54
T0393,CNS,DEPARTURE,57:56.5,0.54
T0393,BDC,ARRIVAL,08:38.3,0.24
T0393,BDC,DEPARTURE,09:08.3,0.24
T0394,HWH,ARRIVAL,05:29.5,0.49
T0394,HWH,DEPARTURE,07:29.5,0.49
T0394,BLY,ARRIVAL,20:49.9,3.13
T0394,BLY,DEPARTURE,21:19.9,3.13
T0394,SRP,ARRIVAL,23:08.6,0.54
T0394,SRP,DEPARTURE,23:38.6,0.54
T0394,CGR,ARRIVAL,29:37.1,0.32
T0394,CGR,DEPARTURE,30:07.1,0.32
T0394,CNS,ARRIVAL,37:42.2,0.8
T0394,CNS,DEPARTURE,38:12.2,0.8
T0394,BDC,ARRIVAL,48:37.2,0.22
T0394,BDC,DEPARTURE,49:07.2,0.22
T0395,HWH,ARRIVAL,25:03.8,0.06
T0395,HWH,DEPARTURE,27:03.8,0.06
T0395,BLY,ARRIVAL,37:48.6,0.11
T0395,BLY,DEPARTURE,38:18.6,0.11
T0395,SRP,ARRIVAL,42:42.6,0.11
T0395,SRP,DEPARTURE,43:12.6,0.11
T0395,CGR,ARRIVAL,49:25.9,0.13
T0395,CGR,DEPARTURE,49:55.9,0.13
T0395,CNS,ARRIVAL,57:01.2,0.12
T0395,CNS,DEPARTURE,57:31.2,0.12
T0395,BDC,ARRIVAL,09:13.2,0.82
T0395,BDC,DEPARTURE,09:43.2,0.82
T0396,HWH,ARRIVAL,05:09.6,0.16
T0396,HWH,DEPARTURE,07:09.6,0.16
T0396,BLY,ARRIVAL,18:02.4,0.34
T0396,BLY,DEPARTURE,18:32.4,0.34
T0396,SRP,ARRIVAL,24:25.0,1.82
T0396,SRP,DEPARTURE,24:55.0,1.82
T0396,CGR,ARRIVAL,29:48.8,0.51
T0396,CGR,DEPARTURE,30:18.8,0.51
T0396,CNS,ARRIVAL,37:46.9,0.88
T0396,CNS,DEPARTURE,38:16.9,0.88
T0396,BDC,ARRIVAL,48:33.1,0.15
T0396,BDC,DEPARTURE,49:03.1,0.15
T0397,HWH,ARRIVAL,25:10.2,0.17
T0397,HWH,DEPARTURE,27:10.2,0.17
T0397,BLY,ARRIVAL,37:44.0,0.03
T0397,BLY,DEPARTURE,38:14.0,0.03
T0397,SRP,ARRIVAL,42:44.9,0.15
T0397,SRP,DEPARTURE,43:14.9,0.15
T0397,CGR,ARRIVAL,49:33.7,0.26
T0397,CGR,DEPARTURE,50:03.7,0.26
T0397,CNS,ARRIVAL,57:03.4,0.16
T0397,CNS,DEPARTURE,57:33.4,0.16
T0397,BDC,ARRIVAL,08:28.5,0.07
T0397,BDC,DEPARTURE,08:58.5,0.07
T0398,HWH,ARRIVAL,05:06.2,0.1
T0398,HWH,DEPARTURE,07:06.2,0.1
T0398,BLY,ARRIVAL,18:11.6,0.49
T0398,BLY,DEPARTURE,18:41.6,0.49
T0398,SRP,ARRIVAL,22:47.1,0.18
T0398,SRP,DEPARTURE,23:17.1,0.18
T0398,CGR,ARRIVAL,29:39.7,0.36
T0398,CGR,DEPARTURE,30:09.7,0.36
T0398,CNS,ARRIVAL,37:27.6,0.56
T0398,CNS,DEPARTURE,37:57.6,0.56
T0398,BDC,ARRIVAL,49:20.3,0.94
T0398,BDC,DEPARTURE,49:50.3,0.94
T0399,HWH,ARRIVAL,25:01.9,0.03
T0399,HWH,DEPARTURE,27:01.9,0.03
T0399,BLY,ARRIVAL,38:59.1,1.29
T0399,BLY,DEPARTURE,39:29.1,1.29
T0399,SRP,ARRIVAL,43:23.5,0.79
T0399,SRP,DEPARTURE,43:53.5,0.79
T0399,CGR,ARRIVAL,49:22.1,0.07
T0399,CGR,DEPARTURE,49:52.1,0.07
T0399,CNS,ARRIVAL,58:33.3,1.65
T0399,CNS,DEPARTURE,59:03.3,1.65
T0399,BDC,ARRIVAL,10:25.8,2.03
T0399,BDC,DEPARTURE,10:55.8,2.03
T0400,HWH,ARRIVAL,05:03.0,0.05
T0400,HWH,DEPARTURE,07:03.0,0.05
T0400,BLY,ARRIVAL,17:57.6,0.26
T0400,BLY,DEPARTURE,18:27.6,0.26
T0400,SRP,ARRIVAL,23:54.8,1.31
T0400,SRP,DEPARTURE,24:24.8,1.31
T0400,CGR,ARRIVAL,30:24.2,1.1
T0400,CGR,DEPARTURE,30:54.2,1.1
T0400,CNS,ARRIVAL,37:03.8,0.16
T0400,CNS,DEPARTURE,37:33.8,0.16
T0400,BDC,ARRIVAL,48:35.3,0.19
T0400,BDC,DEPARTURE,49:05.3,0.19
T0401,HWH,ARRIVAL,25:22.2,0.37
T0401,HWH,DEPARTURE,27:22.2,0.37
T0401,BLY,ARRIVAL,38:13.8,0.53
T0401,BLY,DEPARTURE,38:43.8,0.53
T0401,SRP,ARRIVAL,43:22.2,0.77
T0401,SRP,DEPARTURE,43:52.2,0.77
T0401,CGR,ARRIVAL,49:40.1,0.37
T0401,CGR,DEPARTURE,50:10.1,0.37
T0401,CNS,ARRIVAL,57:23.8,0.5
T0401,CNS,DEPARTURE,57:53.8,0.5
T0401,BDC,ARRIVAL,09:30.1,1.1
T0401,BDC,DEPARTURE,10:00.1,1.1
T0402,HWH,ARRIVAL,05:01.8,0.03
T0402,HWH,DEPARTURE,07:01.8,0.03
T0402,BLY,ARRIVAL,17:56.0,0.23
T0402,BLY,DEPARTURE,18:26.0,0.23
T0402,SRP,ARRIVAL,23:36.0,1.0
T0402,SRP,DEPARTURE,24:06.0,1.0
T0402,CGR,ARRIVAL,31:06.3,1.8
T0402,CGR,DEPARTURE,31:36.3,1.8
T0402,CNS,ARRIVAL,37:28.4,0.57
T0402,CNS,DEPARTURE,37:58.4,0.57
T0402,BDC,ARRIVAL,49:00.5,0.61
T0402,BDC,DEPARTURE,49:30.5,0.61
T0403,HWH,ARRIVAL,25:05.4,0.09
T0403,HWH,DEPARTURE,27:05.4,0.09
T0403,BLY,ARRIVAL,38:10.5,0.47
T0403,BLY,DEPARTURE,38:40.5,0.47
T0403,SRP,ARRIVAL,43:12.5,0.61
T0403,SRP,DEPARTURE,43:42.5,0.61
T0403,CGR,ARRIVAL,49:31.3,0.22
T0403,CGR,DEPARTURE,50:01.3,0.22
T0403,CNS,ARRIVAL,57:09.1,0.25
T0403,CNS,DEPARTURE,57:39.1,0.25
T0403,BDC,ARRIVAL,08:46.7,0.38
T0403,BDC,DEPARTURE,09:16.7,0.38
T0404,HWH,ARRIVAL,05:01.0,0.02
T0404,HWH,DEPARTURE,07:01.0,0.02
T0404,BLY,ARRIVAL,18:00.7,0.31
T0404,BLY,DEPARTURE,18:30.7,0.31
T0404,SRP,ARRIVAL,22:47.4,0.19
T0404,SRP,DEPARTURE,23:17.4,0.19
T0404,CGR,ARRIVAL,29:37.0,0.32
T0404,CGR,DEPARTURE,30:07.0,0.32
T0404,CNS,ARRIVAL,37:00.1,0.1
T0404,CNS,DEPARTURE,37:30.1,0.1
T0404,BDC,ARRIVAL,50:10.2,1.77
T0404,BDC,DEPARTURE,50:40.2,1.77
T0405,HWH,ARRIVAL,25:43.2,0.72
T0405,HWH,DEPARTURE,27:43.2,0.72
T0405,BLY,ARRIVAL,38:36.6,0.91
T0405,BLY,DEPARTURE,39:06.6,0.91
T0405,SRP,ARRIVAL,43:50.7,1.25
T0405,SRP,DEPARTURE,44:20.7,1.25
T0405,CGR,ARRIVAL,49:51.1,0.55
T0405,CGR,DEPARTURE,50:21.1,0.55
T0405,CNS,ARRIVAL,56:58.4,0.07
T0405,CNS,DEPARTURE,57:28.4,0.07
T0405,BDC,ARRIVAL,09:01.0,0.62
T0405,BDC,DEPARTURE,09:31.0,0.62
T0406,HWH,ARRIVAL,05:42.4,0.71
T0406,HWH,DEPARTURE,07:42.4,0.71
T0406,BLY,ARRIVAL,18:47.7,1.09
T0406,BLY,DEPARTURE,19:17.7,1.09
T0406,SRP,ARRIVAL,23:03.1,0.45
T0406,SRP,DEPARTURE,23:33.1,0.45
T0406,CGR,ARRIVAL,29:24.6,0.11
T0406,CGR,DEPARTURE,29:54.6,0.11
T0406,CNS,ARRIVAL,37:10.0,0.27
T0406,CNS,DEPARTURE,37:40.0,0.27
T0406,BDC,ARRIVAL,48:45.7,0.36
T0406,BDC,DEPARTURE,49:15.7,0.36
T0407,HWH,ARRIVAL,25:49.8,0.83
T0407,HWH,DEPARTURE,27:49.8,0.83
T0407,BLY,ARRIVAL,38:22.6,0.68
T0407,BLY,DEPARTURE,38:52.6,0.68
T0407,SRP,ARRIVAL,42:57.1,0.35
T0407,SRP,DEPARTURE,43:27.1,0.35
T0407,CGR,ARRIVAL,52:44.7,3.44
T0407,CGR,DEPARTURE,53:14.7,3.44
T0407,CNS,ARRIVAL,57:38.7,0.74
T0407,CNS,DEPARTURE,58:08.7,0.74
T0407,BDC,ARRIVAL,08:37.0,0.22
T0407,BDC,DEPARTURE,09:07.0,0.22
T0408,HWH,ARRIVAL,05:05.2,0.09
T0408,HWH,DEPARTURE,07:05.2,0.09
T0408,BLY,ARRIVAL,17:50.0,0.13
T0408,BLY,DEPARTURE,18:20.0,0.13
T0408,SRP,ARRIVAL,22:49.6,0.23
T0408,SRP,DEPARTURE,23:19.6,0.23
T0408,CGR,ARRIVAL,29:26.4,0.14
T0408,CGR,DEPARTURE,29:56.4,0.14
T0408,CNS,ARRIVAL,37:03.9,0.17
T0408,CNS,DEPARTURE,37:33.9,0.17
T0408,BDC,ARRIVAL,48:40.1,0.27
T0408,BDC,DEPARTURE,49:10.1,0.27
T0409,HWH,ARRIVAL,25:09.1,0.15
T0409,HWH,DEPARTURE,27:09.1,0.15
T0409,BLY,ARRIVAL,39:31.0,1.82
T0409,BLY,DEPARTURE,40:01.0,1.82
T0409,SRP,ARRIVAL,42:40.0,0.07
T0409,SRP,DEPARTURE,43:10.0,0.07
T0409,CGR,ARRIVAL,49:53.7,0.59
T0409,CGR,DEPARTURE,50:23.7,0.59
T0409,CNS,ARRIVAL,57:19.4,0.42
T0409,CNS,DEPARTURE,57:49.4,0.42
T0409,BDC,ARRIVAL,11:37.9,3.23
T0409,BDC,DEPARTURE,12:07.9,3.23
T0410,HWH,ARRIVAL,05:05.7,0.1
T0410,HWH,DEPARTURE,07:05.7,0.1
T0410,BLY,ARRIVAL,18:06.3,0.41
T0410,BLY,DEPARTURE,18:36.3,0.41
T0410,SRP,ARRIVAL,25:23.5,2.79
T0410,SRP,DEPARTURE,25:53.5,2.79
T0410,CGR,ARRIVAL,30:54.3,1.6
T0410,CGR,DEPARTURE,31:24.3,1.6
T0410,CNS,ARRIVAL,38:15.5,1.36
T0410,CNS,DEPARTURE,38:45.5,1.36
T0410,BDC,ARRIVAL,48:38.3,0.24
T0410,BDC,DEPARTURE,49:08.3,0.24
T0411,HWH,ARRIVAL,25:09.0,0.15
T0411,HWH,DEPARTURE,27:09.0,0.15
T0411,BLY,ARRIVAL,38:35.0,0.88
T0411,BLY,DEPARTURE,39:05.0,0.88
T0411,SRP,ARRIVAL,44:43.2,2.12
T0411,SRP,DEPARTURE,45:13.2,2.12
T0411,CGR,ARRIVAL,49:57.1,0.65
T0411,CGR,DEPARTURE,50:27.1,0.65
T0411,CNS,ARRIVAL,57:34.7,0.68
T0411,CNS,DEPARTURE,58:04.7,0.68
T0411,BDC,ARRIVAL,08:39.8,0.26
T0411,BDC,DEPARTURE,09:09.8,0.26
T0412,HWH,ARRIVAL,06:10.4,1.17
T0412,HWH,DEPARTURE,08:10.4,1.17
T0412,BLY,ARRIVAL,17:51.9,0.17
T0412,BLY,DEPARTURE,18:21.9,0.17
T0412,SRP,ARRIVAL,22:54.8,0.31
T0412,SRP,DEPARTURE,23:24.8,0.31
T0412,CGR,ARRIVAL,29:44.6,0.44
T0412,CGR,DEPARTURE,30:14.6,0.44
T0412,CNS,ARRIVAL,37:28.0,0.57
T0412,CNS,DEPARTURE,37:58.0,0.57
T0412,BDC,ARRIVAL,48:37.3,0.22
T0412,BDC,DEPARTURE,49:07.3,0.22
T0413,HWH,ARRIVAL,25:05.9,0.1
T0413,HWH,DEPARTURE,27:05.9,0.1
T0413,BLY,ARRIVAL,38:27.3,0.75
T0413,BLY,DEPARTURE,38:57.3,0.75
T0413,SRP,ARRIVAL,42:52.3,0.27
T0413,SRP,DEPARTURE,43:22.3,0.27
T0413,CGR,ARRIVAL,49:59.8,0.7
T0413,CGR,DEPARTURE,50:29.8,0.7
T0413,CNS,ARRIVAL,57:02.0,0.13
T0413,CNS,DEPARTURE,57:32.0,0.13
T0413,BDC,ARRIVAL,08:55.5,0.52
T0413,BDC,DEPARTURE,09:25.5,0.52
T0414,HWH,ARRIVAL,05:36.5,0.61
T0414,HWH,DEPARTURE,07:36.5,0.61
T0414,BLY,ARRIVAL,17:44.6,0.04
T0414,BLY,DEPARTURE,18:14.6,0.04
T0414,SRP,ARRIVAL,22:55.7,0.33
T0414,SRP,DEPARTURE,23:25.7,0.33
T0414,CGR,ARRIVAL,29:24.9,0.12
T0414,CGR,DEPARTURE,29:54.9,0.12
T0414,CNS,ARRIVAL,36:57.1,0.05
T0414,CNS,DEPARTURE,37:27.1,0.05
T0414,BDC,ARRIVAL,52:04.9,3.68
T0414,BDC,DEPARTURE,52:34.9,3.68
T0415,HWH,ARRIVAL,25:18.7,0.31
T0415,HWH,DEPARTURE,27:18.7,0.31
T0415,BLY,ARRIVAL,39:01.7,1.33
T0415,BLY,DEPARTURE,39:31.7,1.33
T0415,SRP,ARRIVAL,42:50.1,0.24
T0415,SRP,DEPARTURE,43:20.1,0.24
T0415,CGR,ARRIVAL,50:12.9,0.92
T0415,CGR,DEPARTURE,50:42.9,0.92
T0415,CNS,ARRIVAL,58:02.5,1.14
T0415,CNS,DEPARTURE,58:32.5,1.14
T0415,BDC,ARRIVAL,09:07.5,0.72
T0415,BDC,DEPARTURE,09:37.5,0.72
T0416,HWH,ARRIVAL,05:30.6,0.51
T0416,HWH,DEPARTURE,07:30.6,0.51
T0416,BLY,ARRIVAL,18:07.5,0.42
T0416,BLY,DEPARTURE,18:37.5,0.42
T0416,SRP,ARRIVAL,22:56.6,0.34
T0416,SRP,DEPARTURE,23:26.6,0.34
T0416,CGR,ARRIVAL,31:25.3,2.12
T0416,CGR,DEPARTURE,31:55.3,2.12
T0416,CNS,ARRIVAL,38:19.2,1.42
T0416,CNS,DEPARTURE,38:49.2,1.42
T0416,BDC,ARRIVAL,51:05.0,2.68
T0416,BDC,DEPARTURE,51:35.0,2.68
T0417,HWH,ARRIVAL,25:06.4,0.11
T0417,HWH,DEPARTURE,27:06.4,0.11
T0417,BLY,ARRIVAL,38:45.0,1.05
T0417,BLY,DEPARTURE,39:15.0,1.05
T0417,SRP,ARRIVAL,44:49.7,2.23
T0417,SRP,DEPARTURE,45:19.7,2.23
T0417,CGR,ARRIVAL,49:27.6,0.16
T0417,CGR,DEPARTURE,49:57.6,0.16
T0417,CNS,ARRIVAL,56:57.3,0.06
T0417,CNS,DEPARTURE,57:27.3,0.06
T0417,BDC,ARRIVAL,09:28.9,1.08
T0417,BDC,DEPARTURE,09:58.9,1.08
T0418,HWH,ARRIVAL,05:41.0,0.68
T0418,HWH,DEPARTURE,07:41.0,0.68
T0418,BLY,ARRIVAL,19:10.5,1.48
T0418,BLY,DEPARTURE,19:40.5,1.48
T0418,SRP,ARRIVAL,22:43.2,0.12
T0418,SRP,DEPARTURE,23:13.2,0.12
T0418,CGR,ARRIVAL,30:34.1,1.27
T0418,CGR,DEPARTURE,31:04.1,1.27
T0418,CNS,ARRIVAL,37:04.8,0.18
T0418,CNS,DEPARTURE,37:34.8,0.18
T0418,BDC,ARRIVAL,48:32.6,0.14
T0418,BDC,DEPARTURE,49:02.6,0.14
T0419,HWH,ARRIVAL,25:08.6,0.14
T0419,HWH,DEPARTURE,27:08.6,0.14
T0419,BLY,ARRIVAL,39:02.9,1.35
T0419,BLY,DEPARTURE,39:32.9,1.35
T0419,SRP,ARRIVAL,43:28.5,0.88
T0419,SRP,DEPARTURE,43:58.5,0.88
T0419,CGR,ARRIVAL,49:53.5,0.59
T0419,CGR,DEPARTURE,50:23.5,0.59
T0419,CNS,ARRIVAL,57:15.3,0.36
T0419,CNS,DEPARTURE,57:45.3,0.36
T0419,BDC,ARRIVAL,10:04.7,1.68
T0419,BDC,DEPARTURE,10:34.7,1.68
T0420,HWH,ARRIVAL,05:23.9,0.4
T0420,HWH,DEPARTURE,07:23.9,0.4
T0420,BLY,ARRIVAL,19:03.4,1.36
T0420,BLY,DEPARTURE,19:33.4,1.36
T0420,SRP,ARRIVAL,23:03.8,0.46
T0420,SRP,DEPARTURE,23:33.8,0.46
T0420,CGR,ARRIVAL,29:40.7,0.38
T0420,CGR,DEPARTURE,30:10.7,0.38
T0420,CNS,ARRIVAL,37:23.8,0.5
T0420,CNS,DEPARTURE,37:53.8,0.5
T0420,BDC,ARRIVAL,48:41.2,0.29
T0420,BDC,DEPARTURE,49:11.2,0.29
T0421,HWH,ARRIVAL,26:06.1,1.1
T0421,HWH,DEPARTURE,28:06.1,1.1
T0421,BLY,ARRIVAL,38:15.5,0.56
T0421,BLY,DEPARTURE,38:45.5,0.56
T0421,SRP,ARRIVAL,42:48.7,0.21
T0421,SRP,DEPARTURE,43:18.7,0.21
T0421,CGR,ARRIVAL,51:08.3,1.84
T0421,CGR,DEPARTURE,51:38.3,1.84
T0421,CNS,ARRIVAL,57:17.2,0.39
T0421,CNS,DEPARTURE,57:47.2,0.39
T0421,BDC,ARRIVAL,09:01.6,0.63
T0421,BDC,DEPARTURE,09:31.6,0.63
T0422,HWH,ARRIVAL,06:53.7,1.9
T0422,HWH,DEPARTURE,08:53.7,1.9
T0422,BLY,ARRIVAL,18:29.0,0.78
T0422,BLY,DEPARTURE,18:59.0,0.78
T0422,SRP,ARRIVAL,22:42.0,0.1
T0422,SRP,DEPARTURE,23:12.0,0.1
T0422,CGR,ARRIVAL,31:32.9,2.25
T0422,CGR,DEPARTURE,32:02.9,2.25
T0422,CNS,ARRIVAL,37:41.4,0.79
T0422,CNS,DEPARTURE,38:11.4,0.79
T0422,BDC,ARRIVAL,48:43.6,0.33
T0422,BDC,DEPARTURE,49:13.6,0.33
T0423,HWH,ARRIVAL,25:07.2,0.12
T0423,HWH,DEPARTURE,27:07.2,0.12
T0423,BLY,ARRIVAL,38:57.8,1.26
T0423,BLY,DEPARTURE,39:27.8,1.26
T0423,SRP,ARRIVAL,43:22.5,0.77
T0423,SRP,DEPARTURE,43:52.5,0.77
T0423,CGR,ARRIVAL,49:54.6,0.61
T0423,CGR,DEPARTURE,50:24.6,0.61
T0423,CNS,ARRIVAL,58:41.7,1.79
T0423,CNS,DEPARTURE,59:11.7,1.79
T0423,BDC,ARRIVAL,09:38.6,1.24
T0423,BDC,DEPARTURE,10:08.6,1.24
T0424,HWH,ARRIVAL,05:07.9,0.13
T0424,HWH,DEPARTURE,07:07.9,0.13
T0424,BLY,ARRIVAL,17:59.9,0.3
T0424,BLY,DEPARTURE,18:29.9,0.3
T0424,SRP,ARRIVAL,22:49.7,0.23
T0424,SRP,DEPARTURE,23:19.7,0.23
T0424,CGR,ARRIVAL,30:23.4,1.09
T0424,CGR,DEPARTURE,30:53.4,1.09
T0424,CNS,ARRIVAL,36:55.6,0.03
T0424,CNS,DEPARTURE,37:25.6,0.03
T0424,BDC,ARRIVAL,49:04.5,0.67
T0424,BDC,DEPARTURE,49:34.5,0.67
T0425,HWH,ARRIVAL,26:09.0,1.15
T0425,HWH,DEPARTURE,28:09.0,1.15
T0425,BLY,ARRIVAL,39:22.5,1.67
T0425,BLY,DEPARTURE,39:52.5,1.67
T0425,SRP,ARRIVAL,42:56.1,0.33
T0425,SRP,DEPARTURE,43:26.1,0.33
T0425,CGR,ARRIVAL,50:40.6,1.38
T0425,CGR,DEPARTURE,51:10.6,1.38
T0425,CNS,ARRIVAL,56:59.6,0.09
T0425,CNS,DEPARTURE,57:29.6,0.09
T0425,BDC,ARRIVAL,09:53.9,1.5
T0425,BDC,DEPARTURE,10:23.9,1.5
T0426,HWH,ARRIVAL,05:06.5,0.11
T0426,HWH,DEPARTURE,07:06.5,0.11
T0426,BLY,ARRIVAL,18:06.3,0.41
T0426,BLY,DEPARTURE,18:36.3,0.41
T0426,SRP,ARRIVAL,23:52.6,1.28
T0426,SRP,DEPARTURE,24:22.6,1.28
T0426,CGR,ARRIVAL,29:25.8,0.13
T0426,CGR,DEPARTURE,29:55.8,0.13
T0426,CNS,ARRIVAL,37:06.5,0.21
T0426,CNS,DEPARTURE,37:36.5,0.21
T0426,BDC,ARRIVAL,49:25.5,1.02
T0426,BDC,DEPARTURE,49:55.5,1.02
T0427,HWH,ARRIVAL,26:01.1,1.02
T0427,HWH,DEPARTURE,28:01.1,1.02
T0427,BLY,ARRIVAL,38:31.2,0.82
T0427,BLY,DEPARTURE,39:01.2,0.82
T0427,SRP,ARRIVAL,43:32.8,0.95
T0427,SRP,DEPARTURE,44:02.8,0.95
T0427,CGR,ARRIVAL,49:55.6,0.63
T0427,CGR,DEPARTURE,50:25.6,0.63
T0427,CNS,ARRIVAL,57:07.9,0.23
T0427,CNS,DEPARTURE,57:37.9,0.23
T0427,BDC,ARRIVAL,08:44.4,0.34
T0427,BDC,DEPARTURE,09:14.4,0.34
T0428,HWH,ARRIVAL,05:09.6,0.16
T0428,HWH,DEPARTURE,07:09.6,0.16
T0428,BLY,ARRIVAL,19:36.8,1.91
T0428,BLY,DEPARTURE,20:06.8,1.91
T0428,SRP,ARRIVAL,23:18.0,0.7
T0428,SRP,DEPARTURE,23:48.0,0.7
T0428,CGR,ARRIVAL,29:42.6,0.41
T0428,CGR,DEPARTURE,30:12.6,0.41
T0428,CNS,ARRIVAL,37:23.8,0.5
T0428,CNS,DEPARTURE,37:53.8,0.5
T0428,BDC,ARRIVAL,50:45.3,2.35
T0428,BDC,DEPARTURE,51:15.3,2.35
T0429,HWH,ARRIVAL,25:08.0,0.13
T0429,HWH,DEPARTURE,27:08.0,0.13
T0429,BLY,ARRIVAL,38:24.4,0.71
T0429,BLY,DEPARTURE,38:54.4,0.71
T0429,SRP,ARRIVAL,43:09.8,0.56
T0429,SRP,DEPARTURE,43:39.8,0.56
T0429,CGR,ARRIVAL,50:03.4,0.76
T0429,CGR,DEPARTURE,50:33.4,0.76
T0429,CNS,ARRIVAL,56:54.9,0.01
T0429,CNS,DEPARTURE,57:24.9,0.01
T0429,BDC,ARRIVAL,10:02.7,1.65
T0429,BDC,DEPARTURE,10:32.7,1.65
T0430,HWH,ARRIVAL,07:09.1,2.15
T0430,HWH,DEPARTURE,09:09.1,2.15
T0430,BLY,ARRIVAL,18:22.0,0.67
T0430,BLY,DEPARTURE,18:52.0,0.67
T0430,SRP,ARRIVAL,23:33.3,0.95
T0430,SRP,DEPARTURE,24:03.3,0.95
T0430,CGR,ARRIVAL,31:20.8,2.05
T0430,CGR,DEPARTURE,31:50.8,2.05
T0430,CNS,ARRIVAL,37:53.0,0.98
T0430,CNS,DEPARTURE,38:23.0,0.98
T0430,BDC,ARRIVAL,48:31.9,0.13
T0430,BDC,DEPARTURE,49:01.9,0.13
T0431,HWH,ARRIVAL,25:41.2,0.69
T0431,HWH,DEPARTURE,27:41.2,0.69
T0431,BLY,ARRIVAL,38:26.8,0.75
T0431,BLY,DEPARTURE,38:56.8,0.75
T0431,SRP,ARRIVAL,43:02.5,0.44
T0431,SRP,DEPARTURE,43:32.5,0.44
